clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
youthful lemony color with bright citrusy aroma and hint smoke honey and spice fresh juicy vibrant flavor moderate intensity lead moderately long soft finish good easy drinking every day wine,11,France,32,Spain,0.9297659,0.010954922,False
very supple the palate this cabernet sauvignon merlot blend have dense black cherry aroma and flavor frame dill oak earth note add touch complexity and the finish full with tobacco earth accent attractive and easy like but the wine seem have the potential for more nuance and dimension than presently show,18,Italy,1,Australia,0.9296304,0.00024898513,False
hard black fruit aroma standoffish pinch rubbery mouthfeel drive acid and tannin while the wine aggressive flavor profile feature fiery red fruit soy and saut mushroom the finish the 2009 crianza more friendly model for less money,32,Spain,0,Argentina,0.92935455,0.07035093,False
the tangy grapefruit lemon and pear note the nose carry over nicely the palate subtle underlie tropical fruit add dimension the mouthfeel have creamy texture from the millon and finish dry and clean,1,Australia,35,US,0.9292792,1.1862712e-05,False
classic medium sweet ros from anjou bottled cherry flavor and lemon acidity screwcap,11,France,27,Portugal,0.9290819,0.0067611774,False
young and fruity this smooth lightly texture wine have just enough acidity give fresh edge the ripe quince and rocha pear flavor drink now,27,Portugal,11,France,0.92894363,0.070948824,False
smell like fresh berry and perfume which good the mouth weighty and sticky with just enough acidity keep pump taste crank and wild with plum and nectarine flavor lead the charge sugary the finish with slightly cloy feel,0,Argentina,32,Spain,0.92872083,0.0024662346,False
with six month oak age this wine have smooth allow the tannin broaden out along with the blackberry jelly flavor the wine rich while also structure need little time drink from 2017,27,Portugal,11,France,0.92827576,0.07098245,False
here fresh and fruit forward selection brim with bright aroma and flavor white peach clementine yellow floral and hint fresh hay balanced and refresh the medium acidity provide good lift the ripe fruit flavor the palate and keep the finish light and clean drink,17,Israel,31,South Africa,0.9281518,0.0002684216,False
the nose concord grape immediately appeal and lead note overripe raspberry substantial residual sugar combination with medium acidity render this good for pool side sip with pat,11,France,35,US,0.9280336,9.4336865e-06,False
smooth creamy aroma follow rich concentrated mouthful with spice show through the green berry fruit apple and cream flavor this taste warm inviting with yellow fruit add exotic element the aftertaste,2,Austria,11,France,0.92777485,0.0009644544,False
rusty color and murky the palate this earthy mature wine smell bit too much like mud puddle with herbal green note mix tannic drying and austere this cabernet taste leafy with salty earthy stewy finish,3,Brazil,6,Chile,0.92771906,4.6071058e-05,False
less flamboyant than the 2010 this still excellent wine full bodied rich and broad the palate deliver layer honey apricot and citrus that finish warm with hint caramel drink over the next couple year,11,France,25,New Zealand,0.92731494,0.0091524,False
wine with great juicy swathe fruit that combine well with the natural structure the texture and firmly tannic with delicious black fruit come through ready drink but will certainly benefit from year age,27,Portugal,11,France,0.92722905,0.07276568,False
vineyard close the sea produce beautiful crisp wine with red fruit touch saltiness and tangy acidity cool fermentation have keep much delicious flavorsome fruit drink now,11,France,27,Portugal,0.9270851,0.07289537,False
bright and woodsy this syrah dominant red intriguing for its tapestry earth and mushroom flavor interweave with mixed berry fruit there enough acidity the medium yeast scented finish stand hearty red meat drink,11,France,35,US,0.92697525,0.019432357,False
big and boisterous the nose with ripe plum berry smoke and meaty aromas mouthfilling and edgy feeling with bold berry and plum flavor that feature herbal peppery aftertaste earthy and herbal lean the lengthy finish,0,Argentina,6,Chile,0.92672193,0.019396357,False
the focus this full rounded soft pinot blanc the pear flavor the mineral texture about easy drinking freshness ally attractive acidity,2,Austria,11,France,0.9266211,0.07326859,False
commanderie castle erect the knight templar the middle age the vineyard base around this fortress have produce soft rounded wine that have great balance between fruit and acidity stylish wine light while have plenty red fruit drink now,11,France,27,Portugal,0.9261565,0.073346525,False
violet and floral boysenberry aromas show earthiness and leather after air this feel supple and deep with just enough acidic lift toasty blacken cassis and blueberry flavor show hint bacon while toast spice and chocolate flavor grace solid finish drink through 2024,0,Argentina,32,Spain,0.9261361,0.07332714,False
this weighty malbec more rough than refined but what here decent the nose round and full plum and berry aroma while there full blast berry fruit along with detectable oak the palate the finish basic and clean with some buttery oak the very back,6,Chile,0,Argentina,0.9260881,0.07310933,False
produce the winemaking team oville las case this wine come from separate part the estate the wine with its dominance cabernet sauvignon dense with tannin well dark fruit firm powerful and very fine wine for long term age drink from 2024,11,France,27,Portugal,0.92570436,0.07406771,False
there good range flavor complexity this medium bodied soothe wine start with bit grapefruit and lemon the aroma then add riper peach flavor that match the supple texture,35,US,25,New Zealand,0.9256092,0.05878461,False
light and easy drink with just enough apple and lime keep thing interesting make fine ritif,18,Italy,27,Portugal,0.9254872,6.1991384e-05,False
native yeast use this block selection big boned almost chunky wine with flavor dry plum and sesame candy have pleasantly oily mouthfeel and finish lick hazelnut,5,Canada,35,US,0.92518896,3.1971842e-05,False
berry and black plum aroma oaky and welcome with hint green herb poke through this feel full round and friendly with chunky weight and soft tannin creamy flavor blackberry and dark plum come with saline note while the finish slide away easily,0,Argentina,32,Spain,0.92501915,0.00058139075,False
sun kiss tropical fruit tone abound this intensely aromatic medium sweet riesling round and rich the palate concentrate with flavor pineapple mango and peach touch hint honeysuckle and saffron finish with dramatic length and penetration,13,Germany,35,US,0.92471564,0.046042543,False
here wine that just fill the mouth with good thing this wine revel its richness which balance fresh acidity keep the wine crisp,2,Austria,11,France,0.9246806,0.0610254,False
fresh juicy wine that everything beaujolais should with its cherry fruit and bright acidity would great with turkey enjoy now,11,France,2,Austria,0.92466223,0.0745314,False
make 100 alkarasi indigenous turkish grape this coral color wine offer bouquet strawberry and pomegranate both full the palate and refresh with flavor strawberry pomegranate aniseed lavender and hint smoke,34,Turkey,17,Israel,0.92464083,0.0007793551,False
